Index,Value_1,Value_2,Value_3
9.67760041432e-05,136.29473,343.21407,320.49383
9.69488651432e-05,138.89781,342.86512,309.05497
9.71217261432e-05,142.09991,346.50864,318.65236
9.72945871432e-05,141.39764,349.70972,325.17753
9.74674481432e-05,144.09541,336.35759,324.31727
9.76403091432e-05,130.31772,334.53816,320.02598
9.78131701432e-05,134.74543,331.25915,321.26825
9.79860311432e-05,127.31619,331.1985,304.72463
9.81588921432e-05,144.75352,353.43749,398.8602
9.83317531432e-05,155.02558,348.14881,405.87485
9.85046141432e-05,146.62771,345.6383,411.55449
9.86774751432e-05,144.85193,345.6046,385.76467
9.88503361432e-05,153.71225,342.97651,346.1814
9.90231971432e-05,143.93336,328.75235,346.76924
9.91960581432e-05,153.94476,336.22909,365.86645
9.93689191432e-05,135.42369,338.78896,343.46742
9.95417801432e-05,144.59212,339.66399,355.43444
9.97146411432e-05,141.64098,346.09422,360.87687
9.98875021432e-05,147.81407,343.36429,367.4661
0.0001000603631432,144.89498,334.47211,355.56743
0.0001002332241432,150.74579,336.70452,347.20638
0.0001004060851432,156.33486,334.53292,364.98132
0.0001005789461432,161.16573,339.19351,373.04857
0.0001007518071432,156.65934,338.49905,367.49326
0.0001009246681432,146.07748,335.81441,363.88695
0.0001010975291432,121.52809,345.17329,351.59184
0.0001012703901432,128.46779,346.06551,369.86212
0.0001014432511432,128.0097,351.74507,377.72774
0.0001016161121432,127.16553,359.72338,381.51985
0.0001017889731432,119.06273,356.52969,365.12796
0.0001019618341432,120.18555,341.30541,372.85093
0.0001021346951432,120.07628,333.17862,374.51654
0.0001023075561432,109.11872,328.46454,358.73532
0.0001024804171432,112.68632,330.81876,369.92027
0.0001026532781432,116.41041,328.80527,328.76629
0.0001028261391432,103.1999,327.04488,330.53318
0.0001029990001432,115.92976,327.31242,349.94558
0.0001031718611432,105.33326,325.93939,340.62757
0.0001033447221432,89.06822699999998,317.25961,324.6804
0.0001035175831432,93.129094,321.53704,335.12202
0.0001036904441432,124.72734,348.71909,315.94521
0.0001038633051432,131.10997,343.07949,338.96541
0.0001040361661432,137.28108,330.07064,349.58475
0.0001042090271432,141.492,328.3389,357.56293
0.0001043818881432,143.32477,333.66867,366.33122
0.0001045547491432,144.41597,333.97235,374.03865
0.0001047276101432,144.09645,334.18241,375.89771
0.0001049004711432,147.07554,338.25471,376.97796
0.0001050733321432,139.7855,338.33182,359.66038
0.0001052461931432,142.60131,338.89043,351.05969
0.0001054190541432,140.79627,341.46768,353.60613
0.0001055919151432,123.96626,338.1243,327.93111
0.0001057647761432,130.02387,339.0468,339.92491
0.0001059376371432,128.10832,334.07092,317.03384
0.0001061104981432,113.86233,342.05161,314.52499
0.0001062833591432,130.16285,338.08561,302.38589
0.0001064562201432,140.77159,341.21421,335.94852
0.0001066290811432,142.48226,343.96265,344.24645
0.0001068019421432,149.1541,349.49593,358.46628
0.0001069748031432,138.23249,341.70327,332.36974
0.0001071476641432,132.21511,355.81991,371.89883
0.0001073205251432,136.36428,359.58994,380.24215
0.0001074933861432,137.35429,359.21635,377.55969
0.0001076662471432,129.07831,360.72443,363.39199
0.0001078391081432,134.66245,367.25696,379.09466
0.0001080119691432,140.80866,371.42332,388.5288
0.0001081848301432,129.77934,363.95714,378.98508
0.0001083576911432,119.20669,347.82754,383.83809
0.0001085305521432,128.19465,345.06,390.49163
0.0001087034131432,126.04918,332.44243,359.1584
0.0001088762741432,134.24797,339.20576,355.63984
0.0001090491351432,134.88916,339.03215,362.75427
0.0001092219961432,135.04331,334.8623,357.9786
0.0001093948571432,135.98055,338.62771,365.85033
0.0001095677181432,139.49488,330.44362,341.30286
0.0001097405791432,121.73848,371.59488,373.19407
0.0001099134401432,139.59799,368.22333,399.32811
0.0001100863011432,129.79386,363.17443,392.34274
0.0001102591621432,138.11253,357.5918,365.34462
0.0001104320231432,142.08002,364.36636,363.40759
0.0001106048841432,146.28892,364.99615,376.16778
0.0001107777451432,150.59044,363.52478,381.05504
0.0001109506061432,150.01227,367.22191,387.84418
0.0001111234671432,141.21614,364.80134,339.00541
0.0001112963281432,133.95607,364.83747,355.76705
0.0001114691891432,104.68118,359.76532,316.18669
0.0001116420501432,114.2585,365.08828,336.67658
0.0001118149111432,118.10008,371.97332,346.23944
0.0001119877721432,94.224201,371.34042,317.58351
0.0001121606331432,93.79873,360.67304,317.71555
0.0001123334941432,101.72766,354.26911,307.52656
0.0001125063551432,103.7433,361.94751,316.60908
0.0001126792161432,140.62644,382.64792,397.26746
0.0001128520771432,147.35715,377.23398,406.75766
0.0001130249381432,137.07512,378.2159,429.54548
0.0001131977991432,139.86076,382.21639,427.23355
0.0001133706601432,142.92092,383.80376,432.44103
0.0001135435211432,145.80675,377.026,404.20161
0.0001137163821432,151.94055,381.8703,422.1132
0.0001138892431432,153.84557,351.50598,439.08911
0.0001140621041432,166.07467,341.35026,382.30478
0.0001142349651432,155.94437,345.38863,394.36278
0.0001144078261432,150.49608,343.09737,372.80295
0.0001145806871432,153.0052,341.86462,380.57663
0.0001147535481432,160.27356,342.22079,340.31904
0.0001149264091432,155.75955,342.63195,346.72307
0.0001150992701432,152.18125,344.09019,323.71775
0.0001152721311432,157.36735,336.11019,325.23525
0.0001154449921432,161.8564,331.6977,339.39307
0.0001156178531432,163.2666,332.68069,345.38591
0.0001157907141432,165.42012,330.94696,344.76825
0.0001159635751432,120.83374,377.98604,320.75341
0.0001161364361432,135.24784,370.47656,359.29129
0.0001163092971432,134.2172,365.52957,366.72801
0.0001164821581432,128.76124,376.0192,437.54257
0.0001166550191432,131.21466,375.44203,429.51174
0.0001168278801432,132.42052,378.6199,435.4684
0.0001170007411432,132.50196,380.92841,437.70961
0.0001171736021432,137.36329,380.65686,422.58398
0.0001173464631432,132.77433,373.08788,409.65189
0.0001175193241432,137.76191,369.54358,418.76784
0.0001176921851432,135.37569,365.36171,392.01533
0.0001178650461432,126.96236,363.96533,392.58638
0.0001180379071432,132.14311,360.67846,449.85023
0.0001182107681432,139.56764,365.92752,354.74017
0.0001183836291432,138.15875,370.87023,371.80348
0.0001185564901432,135.49952,366.97442,343.04333
0.0001187293511432,137.3878,370.38566,360.17651
0.0001189022121432,140.02476,374.18894,367.20249
0.0001190750731432,126.57609,369.08861,351.11679
0.0001192479341432,123.63798,364.9313,330.8802
0.0001194207951432,128.49685,361.14355,344.93244
0.0001195936561432,128.88803,369.61663,347.33388
0.0001197665171432,125.53562,365.94155,320.92524
0.0001199393781432,109.90185,357.45744,304.37974
0.0001201122391432,119.93069,353.80919,318.27782
0.0001202851001432,113.4616,355.5998,305.88132
0.0001204579611432,111.38065,358.50668,313.00194
0.0001206308221432,112.67091,361.65691,317.05118
0.0001208036831432,115.05311,357.37993,274.20173
0.0001209765441432,123.07372,361.27227,302.25824
0.0001211494051432,122.46834,349.84488,292.81912
0.0001213222661432,123.80467,352.99024,283.00541
0.0001214951271432,112.11983,347.48441,263.86385
0.0001216679881432,136.81259,379.76107,355.34659
0.0001218408491432,146.32192,384.53361,371.60028
0.0001220137101432,148.56383,383.38603,377.698
0.0001221865711432,133.22862,379.60059,364.03194
0.0001223594321432,129.20296,378.66134,369.83568
0.0001225322931432,138.74447,379.01811,338.75907
0.0001227051541432,143.08624,368.1548,366.23065
0.0001228780151432,145.5822,365.39065,374.45419
0.0001230508761432,149.80354,354.99024,378.55414
0.0001232237371432,146.96149,355.13907,365.1256
0.0001233965981432,139.45667,365.63319,313.32077
0.0001235694591432,149.86868,361.27742,338.7855
0.0001237423201432,152.65664,364.46538,359.72032
0.0001239151811432,149.88496,349.83754,366.81588
0.0001240880421432,139.55321,356.91814,363.6787
0.0001242609031432,153.38374,363.82845,387.45467
0.0001244337641432,153.76985,405.81429,433.66003
0.0001246066251432,156.14843,404.24872,439.76929
0.0001247794861432,157.4973,407.41384,443.45794
0.0001249523471432,141.24481,407.51771,411.33637
0.0001251252081432,147.86128,405.37042,417.61426
0.0001252980691432,133.00409,395.05401,392.14546
0.0001254709301432,115.39241,388.69599,344.59438
0.0001256437911432,123.16327,388.24888,362.01821
0.0001258166521432,123.53556,394.06219,367.37099
0.0001259895131432,122.66076,396.69708,376.44695
0.0001261623741432,122.42572,395.83746,378.84274
0.0001263352351432,122.08699,391.28363,386.29177
0.0001265080961432,128.87098,369.69392,346.46103
0.0001266809571432,107.0783,369.83532,321.9328
0.0001268538181432,119.17344,373.60942,337.72276
0.0001270266791432,123.14559,359.57242,362.58144
0.0001271995401432,122.36153,358.54927,366.60645
0.0001273724011432,106.73612,331.56195,383.3479
0.0001275452621432,109.92997,333.02868,391.96959
0.0001277181231432,111.02333,336.10143,405.087
0.0001278909841432,120.67685,369.84243,376.00583
0.0001280638451432,122.03518,372.59895,381.34952
0.0001282367061432,113.91892,364.3331,322.89776
0.0001284095671432,117.71212,357.23835,336.87621
0.0001285824281432,78.06864899999998,367.06759,297.91254
0.0001287552891432,84.631631,364.82291,295.84439
0.0001289281501432,130.43276,370.8893,371.01832
0.0001291010111432,129.98677,351.49105,380.9656
0.0001292738721432,130.61262,355.3432,385.39927
0.0001294467331432,131.86578,347.97505,390.9826
0.0001296195941432,133.89332,339.36,390.77514
0.0001297924551432,133.71279,337.542,373.5472
0.0001299653161432,118.45412,338.38258,311.79775
0.0001301381771432,134.50526,333.69431,357.82701
0.0001303110381432,136.64897,336.71154,366.05463
0.0001304838991432,135.0883,324.23782,324.31247
0.0001306567601432,137.08689,327.75471,335.71144
0.0001308296211432,139.42695,362.02149,347.70055
0.0001310024821432,145.96925,362.93955,364.02456
0.0001311753431432,149.63241,367.62231,374.12141
0.0001313482041432,155.46667,374.00135,383.0734
0.0001315210651432,132.39069,363.38129,358.49209
0.0001316939261432,135.01826,362.98465,349.09551
0.0001318667871432,135.22861,365.25282,354.06155
0.0001320396481432,137.13733,361.13115,356.53739
0.0001322125091432,143.21318,364.6849,354.47004
0.0001323853701432,153.76313,372.13318,372.04354
0.0001325582311432,103.87848,348.14674,340.70075
0.0001327310921432,118.80534,338.48985,340.91624
0.0001329039531432,116.37479,338.13194,336.68482
0.0001330768141432,118.52652,327.63059,340.87083
0.0001332496751432,122.67053,318.27884,337.78206
0.0001334225361432,126.67422,320.46174,349.6649
0.0001335953971432,124.05613,318.18977,323.81208
0.0001337682581432,127.85313,320.30281,340.66182
0.0001339411191432,125.65989,322.21957,335.48287
0.0001341139801432,125.76597,336.35946,432.63636
0.0001342868411432,133.12707,326.94091,349.05164
0.0001344597021432,136.80536,321.35375,366.12517
0.0001346325631432,131.23997,322.71795,353.84175
0.0001348054241432,134.50155,325.09835,363.56264
0.0001349782851432,139.1359,324.76405,381.05157
0.0001351511461432,131.66208,321.42602,338.88491
0.0001353240071432,114.61546,315.13516,294.66385
0.0001354968681432,119.06186,317.18325,313.57828
0.0001356697291432,119.71279,321.25952,322.09939
0.0001358425901432,112.55636,321.63982,309.27343
0.0001360154511432,118.39101,326.25997,322.00224
0.0001361883121432,117.61563,325.61292,326.6888
0.0001363611731432,111.36191,305.54193,299.76423
0.0001365340341432,112.36994,301.04537,278.73559
0.0001367068951432,105.14817,303.45257,269.50836
0.0001368797561432,86.255896,302.27869,251.45486
0.0001370526171432,90.226544,296.13531,255.64863
0.0001372254781432,128.06436,342.96139,355.47837
0.0001373983391432,125.00775,335.35669,347.75845
0.0001375712001432,131.4615,333.03196,360.40579
0.0001377440611432,121.57417,341.93963,425.14689
0.0001379169221432,123.58757,338.41715,433.59863
0.0001380897831432,111.3062,334.28503,425.2842
0.0001382626441432,112.45259,322.97394,411.33373
0.0001384355051432,100.72387,320.35563,405.20933
0.0001386083661432,99.489077,313.93837,376.50283
0.0001387812271432,104.00204,319.4751,394.30182
0.0001389540881432,108.14769,321.60959,380.76157
0.0001391269491432,114.26075,325.29003,367.11737
0.0001392998101432,114.78621,337.48937,375.01636
0.0001394726711432,117.33127,339.72978,381.63786
0.0001396455321432,111.92613,341.93598,364.21971
0.0001398183931432,120.89667,320.8322,303.20983
0.0001399912541432,122.18961,321.87338,319.56932
0.0001401641151432,122.66303,321.84036,330.70344
0.0001403369761432,105.46776,317.74026,306.1953
0.0001405098371432,148.50973,338.01757,431.10623
0.0001406826981432,133.85643,329.69162,420.44936
0.0001408555591432,141.27365,331.96659,437.76925
0.0001410284201432,130.64435,333.41624,420.99223
0.0001412012811432,134.49866,335.13819,427.17866
0.0001413741421432,123.1792,332.72937,428.86766
0.0001415470031432,130.36173,337.86541,416.22291
0.0001417198641432,131.9311,338.43546,406.10083
0.0001418927251432,138.83901,373.81243,449.2942
0.0001420655861432,122.39602,364.15319,410.17356
0.0001422384471432,133.08314,352.03687,386.01527
0.0001424113081432,137.27754,335.67983,337.47226
0.0001425841691432,137.21714,332.34972,347.28764
0.0001427570301432,139.92137,330.4712,358.31906
0.0001429298911432,145.43257,338.0543,375.70294
0.0001431027521432,148.88388,341.82897,384.52918
0.0001432756131432,145.19706,352.3549,432.81452
0.0001434484741432,139.31719,353.51921,412.93307
0.0001436213351432,143.70408,357.68024,419.11325
0.0001437941961432,130.36526,346.59535,398.69975
0.0001439670571432,132.10816,341.25508,380.35651
0.0001441399181432,116.35859,348.85303,363.87877
0.0001443127791432,120.85264,329.17435,354.22618
0.0001444856401432,125.22675,321.84589,357.87587
0.0001446585011432,126.13454,305.56835,357.35534
0.0001448313621432,131.03156,308.95442,367.00442
0.0001450042231432,128.30182,309.14499,369.34155
0.0001451770841432,112.28544,308.81824,361.99349
0.0001453499451432,119.78251,314.58606,372.5094
0.0001455228061432,117.54482,315.97957,378.65468
0.0001456956671432,125.02309,308.78673,352.16654
0.0001458685281432,132.83574,295.76477,370.57773
0.0001460413891432,136.45063,300.27553,380.06527
0.0001462142501432,124.21446,328.78168,359.37329
0.0001463871111432,140.81619,324.65531,398.74305
0.0001465599721432,149.06494,326.33894,413.79542
0.0001467328331432,148.31547,358.34598,435.35071
0.0001469056941432,147.65074,360.32615,363.91824
0.0001470785551432,157.45823,358.7379,374.8617
0.0001472514161432,161.1583,358.95179,390.52967
0.0001474242771432,149.94531,352.20582,385.94706
0.0001475971381432,154.62835,356.41315,398.38067
0.0001477699991432,131.09141,376.59799,356.52941
0.0001479428601432,142.50072,377.73024,385.83454
0.0001481157211432,144.01068,358.1187,396.62043
0.0001482885821432,139.22184,359.74391,402.07421
0.0001484614431432,141.69089,360.93636,407.31542
0.0001486343041432,145.61772,363.31946,415.38695
0.0001488071651432,150.11033,363.93042,422.86287
0.0001489800261432,129.80872,358.87138,398.82165
0.0001491528871432,131.23582,359.92505,419.21632
0.0001493257481432,134.11362,364.61436,411.44642
0.0001494986091432,120.51913,363.75922,398.50445
0.0001496714701432,127.11779,368.6592,410.88517
0.0001498443311432,124.72632,352.38477,424.30928
0.0001500171921432,120.06639,355.20622,426.59332
0.0001501900531432,118.4284,350.82813,381.7388
0.0001503629141432,119.7967,348.36355,389.51894
0.0001505357751432,122.90213,349.31402,395.93557
0.0001507086361432,107.45089,332.18185,329.7858
0.0001508814971432,75.458833,297.29418,274.27194
0.0001510543581432,84.863515,300.1058,291.26491
0.0001512272191432,79.90340999999998,281.94914,263.08003
0.0001514000801432,74.168935,280.62744,311.59542
0.0001515729411432,135.52514,350.86452,433.93208
0.0001517458021432,136.63926,338.17427,448.84865
0.0001519186631432,139.78918,335.50853,445.23149
0.0001520915241432,143.30406,333.74797,452.85358
0.0001522643851432,143.31938,346.99641,446.65364
0.0001524372461432,146.7971,346.34276,437.99766
0.0001526101071432,143.7529,345.92553,434.43268
0.0001527829681432,145.58839,347.08624,443.76067
0.0001529558291432,132.40703,377.41468,347.58287
0.0001531286901432,136.49703,367.24153,373.587
0.0001533015511432,140.90834,362.09725,390.67799
0.0001534744121432,147.31856,362.73606,371.65871
0.0001536472731432,138.17064,357.80212,361.01777
0.0001538201341432,138.02978,355.74544,360.08124
0.0001539929951432,119.37656,343.06762,358.8515
0.0001541658561432,107.18085,338.39998,344.92365
0.0001543387171432,112.52064,341.9112,355.71074
0.0001545115781432,114.86372,346.40683,363.35854
0.0001546844391432,120.41471,337.49131,376.16186
0.0001548573001432,118.70934,334.58785,384.2203
0.0001550301611432,120.11381,335.84805,376.46918
0.0001552030221432,106.81261,329.90202,353.77911
0.0001553758831432,120.05825,351.60805,329.34161
0.0001555487441432,128.96871,349.71722,348.67726
0.0001557216051432,131.71886,343.13774,357.98318
0.0001558944661432,134.98469,353.2252,356.70619
0.0001560673271432,133.95212,348.79983,362.30486
0.0001562401881432,136.41891,356.55628,371.58153
0.0001564130491432,141.1771,348.56958,388.39244
0.0001565859101432,154.35896,354.90784,403.06732
0.0001567587711432,123.52214,342.99933,327.12813
0.0001569316321432,129.19373,336.66393,343.07757
0.0001571044931432,135.96771,325.96085,339.4339
0.0001572773541432,110.20226,314.35813,322.80945
0.0001574502151432,119.55763,316.07049,311.3488
0.0001576230761432,122.39165,309.81515,316.1177
0.0001577959371432,124.20738,313.14875,322.27988
0.0001579687981432,117.93884,308.24307,318.75279
0.0001581416591432,129.54608,336.80697,336.55224
0.0001583145201432,134.53654,331.70541,304.38005
0.0001584873811432,133.96176,334.28559,319.31833
0.0001586602421432,137.87394,335.71061,298.90117
0.0001588331031432,118.62342,332.9528,288.29477
0.0001590059641432,123.35761,330.87284,286.93013
0.0001591788251432,126.62019,334.78124,302.32485
0.0001593516861432,117.58183,338.27367,325.8334
0.0001595245471432,129.24811,331.00124,339.796
0.0001596974081432,126.84496,320.7041,329.57389
0.0001598702691432,124.50145,308.10406,316.36301
0.0001600431301432,129.4588,312.34811,331.24923
0.0001602159911432,131.66137,315.03342,335.16701
0.0001603888521432,127.71212,316.87351,327.92394
0.0001605617131432,116.15834,315.89512,325.59384
0.0001607345741432,122.62107,310.97203,335.5389
0.0001609074351432,126.24153,313.31986,333.24557
0.0001610802961432,130.12089,318.25904,341.84822
0.0001612531571432,122.69168,340.67338,444.04875
0.0001614260181432,123.5178,333.39843,425.28157
0.0001615988791432,130.74839,331.47418,433.09659
0.0001617717401432,94.176315,324.96193,394.53818
0.0001619446011432,101.29998,321.12303,403.94861
0.0001621174621432,140.02309,317.80854,383.3753
0.0001622903231432,139.77128,312.18237,354.58508
0.0001624631841432,139.5304,308.58454,334.60891
0.0001626360451432,141.24378,306.82534,349.06889
0.0001628089061432,149.61293,307.80668,313.36928
0.0001629817671432,155.46646,307.85853,331.10433
0.0001631546281432,158.82343,311.7364,341.15413
0.0001633274891432,149.97542,311.04377,325.55944
0.0001635003501432,131.52152,308.34611,310.74606
0.0001636732111432,145.75993,314.58685,331.20113
0.0001638460721432,136.22826,308.12605,302.64333
0.0001640189331432,117.3557,304.16095,293.09547
0.0001641917941432,127.2653,308.74322,306.04119
0.0001643646551432,130.43183,313.71868,311.95019
0.0001645375161432,130.37148,316.89291,314.21103
0.0001647103771432,110.12029,305.93704,305.25188
0.0001648832381432,109.14567,302.97061,303.6218
0.0001650560991432,147.82472,331.08928,416.49819
0.0001652289601432,152.96553,325.8254,432.04989
0.0001654018211432,162.77097,323.47007,387.51658
0.0001655746821432,150.06398,307.52614,380.02958
0.0001657475431432,131.97191,303.78764,361.53515
0.0001659204041432,137.7951,306.15234,365.64491
0.0001660932651432,133.09433,306.89855,342.4035
0.0001662661261432,121.43417,294.09466,333.75002
0.0001664389871432,132.21566,300.46231,348.55822
0.0001666118481432,119.66076,308.71064,269.66643
0.0001667847091432,125.23846,331.82862,326.6974
0.0001669575701432,125.23148,335.76938,332.34862
0.0001671304311432,128.10782,341.73277,339.71624
0.0001673032921432,121.40093,340.0854,330.32045
0.0001674761531432,124.43117,344.24884,341.16962
0.0001676490141432,126.75988,344.16234,346.35513
0.0001678218751432,102.41477,329.92506,318.53995
0.0001679947361432,112.00923,330.68516,340.04589
0.0001681675971432,116.94233,337.04034,351.27599
0.0001683404581432,119.49869,337.65095,363.98328
0.0001685133191432,106.47386,318.93451,353.03028
0.0001686861801432,112.29573,310.02081,362.57953
0.0001688590411432,115.12131,317.16592,370.70169
0.0001690319021432,106.69169,313.83961,340.62825
0.0001692047631432,110.37207,317.76185,352.90444
0.0001693776241432,112.67948,323.45821,359.29386
0.0001695504851432,122.39387,305.76412,370.39527
0.0001697233461432,127.12101,310.5317,392.07567
0.0001698962071432,130.30286,313.50716,394.56034
0.0001700690681432,132.25506,303.58137,359.52727
0.0001702419291432,134.93674,303.77642,369.42225
0.0001704147901432,137.2141,293.78862,377.08316
0.0001705876511432,140.00602,298.26035,389.70253
0.0001707605121432,125.20831,294.58579,376.05689
0.0001709333731432,125.13292,318.64279,343.29981
0.0001711062341432,133.99498,304.44086,381.8337
0.0001712790951432,126.03818,293.82277,358.65625
0.0001714519561432,120.60531,293.99741,348.50687
0.0001716248171432,127.46326,300.53322,361.51825
0.0001717976781432,118.52568,294.96964,329.94271
0.0001719705391432,127.77097,295.1996,345.9275
0.0001721434001432,130.41114,302.61976,365.62197
0.0001723162611432,132.93356,305.20352,382.62111
0.0001724891221432,110.96719,300.14957,352.85157
0.0001726619831432,117.01972,303.08732,365.78095
0.0001728348441432,121.98325,300.53205,372.65655
0.0001730077051432,147.37738,345.05744,358.40069
