Z Load (N) vs. Time (sec)
(1002 2)
Time (sec)	Tool	
  0.0000000000000000	  0.0000000000000000
  0.0000001728610000	 13.7306890000000000
  0.0000003457220000	 26.1063699999999980
  0.0000005185830000	 32.3130510000000020
  0.0000006914440000	 34.7065780000000000
  0.0000008643050000	 47.0795299999999980
  0.0000010371660000	 49.9308550000000010
  0.0000012100270000	 55.8647220000000000
  0.0000013828880000	 65.5127630000000070
  0.0000015557490000	 71.6486409999999980
  0.0000017286100000	 75.2498999999999970
  0.0000019014710000	 75.2696949999999990
  0.0000020743320000	 77.9082769999999980
  0.0000022471930000	 97.5359469999999930
  0.0000024200540000	115.7617200000000000
  0.0000025929150000	124.8468100000000000
  0.0000027657760000	135.5069000000000000
  0.0000029386370000	138.9184899999999900
  0.0000031114980000	144.5154200000000100
  0.0000032843590000	133.2017800000000100
  0.0000034572200000	136.6545600000000000
  0.0000036300810000	141.1457900000000100
  0.0000038029420000	144.5553999999999900
  0.0000039758030000	197.6814599999999900
  0.0000041486640000	204.2572900000000100
  0.0000043215250000	204.0140199999999900
  0.0000044943860000	205.2648100000000100
  0.0000046672470000	227.9808199999999900
  0.0000048401080000	243.1114300000000100
  0.0000050129690000	249.0168899999999900
  0.0000051858300000	254.3277100000000000
  0.0000053586910000	265.1284499999999900
  0.0000055315520000	274.5969499999999900
  0.0000057044130000	280.8306200000000100
  0.0000058772740000	263.8758199999999800
  0.0000060501350000	274.0656799999999900
  0.0000062229960000	283.4742900000000000
  0.0000063958570000	271.6874199999999700
  0.0000065687180000	229.5640600000000100
  0.0000067415790000	256.0550799999999800
  0.0000069144400000	225.1623800000000100
  0.0000070873010000	245.4796600000000000
  0.0000072601620000	237.6153200000000000
  0.0000074068671432	239.3110700000000000
  0.0000075797281432	282.8572300000000200
  0.0000077525891432	292.4678999999999900
  0.0000079254501432	296.3891899999999900
  0.0000080983111432	309.2539499999999700
  0.0000082711721432	311.1111900000000200
  0.0000084440331432	300.1284699999999900
  0.0000086168941432	310.1917100000000000
  0.0000087897551432	300.0893100000000100
  0.0000089626161432	298.7840100000000200
  0.0000091354771432	244.1522799999999900
  0.0000093083381432	275.8814800000000100
