X Load (N) vs. Time (sec)
(1002 2)
Time (sec)	Tool	
  0.0000000000000000	  0.0000000000000000
  0.0000001728610000	  9.8459266999999997
  0.0000003457220000	 18.1609599999999990
  0.0000005185830000	 21.3502429999999990
  0.0000006914440000	 22.8909720000000010
  0.0000008643050000	 28.6341749999999990
  0.0000010371660000	 32.8147009999999990
  0.0000012100270000	 34.7617240000000010
  0.0000013828880000	 37.1240460000000000
  0.0000015557490000	 40.9289100000000020
  0.0000017286100000	 43.3116720000000020
  0.0000019014710000	 45.0564770000000010
  0.0000020743320000	 44.0618970000000020
  0.0000022471930000	 57.5934490000000000
  0.0000024200540000	 64.7973140000000000
  0.0000025929150000	 71.9546710000000050
  0.0000027657760000	 81.4126049999999990
  0.0000029386370000	 79.9793140000000020
  0.0000031114980000	 81.9475950000000070
  0.0000032843590000	 80.6491479999999970
  0.0000034572200000	 82.8752590000000000
  0.0000036300810000	 85.3377349999999950
  0.0000038029420000	 86.9766780000000070
  0.0000039758030000	106.7747800000000100
  0.0000041486640000	110.7579400000000000
  0.0000043215250000	109.8632300000000000
  0.0000044943860000	111.4326800000000000
  0.0000046672470000	118.8518900000000000
  0.0000048401080000	117.5320600000000000
  0.0000050129690000	124.1741399999999900
  0.0000051858300000	128.3658100000000100
  0.0000053586910000	133.8827599999999900
  0.0000055315520000	138.0506100000000100
  0.0000057044130000	140.8140500000000100
  0.0000058772740000	136.8243799999999900
  0.0000060501350000	142.6300400000000100
  0.0000062229960000	147.8217300000000000
  0.0000063958570000	138.0848100000000000
  0.0000065687180000	141.0757299999999900
  0.0000067415790000	119.4400799999999900
  0.0000069144400000	 86.7651860000000000
  0.0000070873010000	106.0518500000000000
  0.0000072601620000	 88.5045590000000000
  0.0000074068671432	 90.0613340000000020
  0.0000075797281432	149.2754400000000000
  0.0000077525891432	149.3866800000000100
  0.0000079254501432	143.7460700000000000
  0.0000080983111432	149.4266299999999900
  0.0000082711721432	148.3111100000000100
  0.0000084440331432	149.9804200000000100
  0.0000086168941432	153.3986700000000100
  0.0000087897551432	144.3415599999999900
  0.0000089626161432	145.6310400000000100
  0.0000091354771432	135.2281700000000100
  0.0000093083381432	139.1703300000000100
  0.0000094811991432	143.0050200000000000
  0.0000096540601432	135.8263300000000100
  0.0000098269211432	137.8176100000000000
  0.0000099997821432	150.0773600000000000
  0.0000101726431432	151.1843399999999900
  0.0000103455041432	154.9444300000000100
  0.0000105183651432	158.6746300000000100
  0.0000106912261432	158.6754100000000000
  0.0000108640871432	143.9752000000000000
  0.0000110369481432	151.8284300000000000
  0.0000112098091432	148.3037600000000100
  0.0000113826701432	143.7777900000000100
  0.0000115555311432	141.5625599999999900
  0.0000117283921432	136.6036300000000100
  0.0000119012531432	125.9827400000000100
  0.0000120741141432	132.5958400000000100
  0.0000122469751432	136.0935399999999900
  0.0000124198361432	136.8683399999999900
  0.0000125926971432	141.8217600000000100
  0.0000127655581432	145.9080300000000000
  0.0000129384191432	150.1375300000000000
  0.0000131112801432	143.2530400000000000
  0.0000132841411432	153.4552300000000000
  0.0000134570021432	156.2065800000000000
  0.0000136298631432	160.1316500000000100
  0.0000138027241432	144.2163999999999900
  0.0000139755851432	133.8341100000000100
  0.0000141484461432	137.9204300000000100
  0.0000143213071432	137.5255899999999900
  0.0000144941681432	148.4059700000000000
  0.0000146670291432	157.0987199999999900
  0.0000148398901432	160.0557399999999900
  0.0000150127511432	163.9880900000000000
  0.0000151856121432	165.7285400000000100
  0.0000153584731432	166.7881600000000000
  0.0000155313341432	167.6273400000000000
  0.0000157041951432	156.5045700000000000
  0.0000158770561432	164.4866399999999900
  0.0000160499171432	139.3206999999999900
  0.0000162227781432	149.5949799999999900
  0.0000163956391432	152.8954699999999900
  0.0000165685001432	154.0364500000000000
  0.0000167413611432	143.2309999999999900
  0.0000169142221432	147.1954700000000000
  0.0000170870831432	148.4000499999999900
  0.0000172599441432	152.2620400000000100
  0.0000174328051432	154.9426000000000000
  0.0000176056661432	158.3721099999999900
  0.0000177785271432	164.9074200000000000
  0.0000179513881432	168.9213300000000100
  0.0000181242491432	172.7605399999999900
  0.0000182971101432	151.8772600000000100
  0.0000184699711432	154.1918800000000000
  0.0000186428321432	159.4206399999999900
  0.0000188156931432	159.3192400000000100
  0.0000189885541432	156.8548900000000100
  0.0000191614151432	161.5738600000000000
  0.0000193342761432	165.9371500000000000
  0.0000195071371432	150.6962100000000100
  0.0000196799981432	146.1656299999999900
  0.0000198528591432	156.4256200000000100
  0.0000200257201432	144.3446300000000000
  0.0000201985811432	136.7125000000000100
  0.0000203714421432	137.3638300000000100
  0.0000205443031432	132.5990899999999900
  0.0000207171641432	139.1619900000000000
  0.0000208900251432	138.7378200000000000
  0.0000210628861432	130.3810900000000000
  0.0000212357471432	134.3618500000000000
  0.0000214086081432	139.2494600000000000
  0.0000215814691432	135.8386700000000100
  0.0000217543301432	137.6839300000000000
  0.0000219271911432	141.4863400000000100
  0.0000221000521432	138.1387000000000000
  0.0000222729131432	140.6707000000000100
  0.0000224457741432	144.7794399999999900
  0.0000226186351432	138.2091200000000100
  0.0000227914961432	145.6879400000000000
  0.0000229643571432	157.0546300000000000
  0.0000231372181432	161.1332199999999900
  0.0000233100791432	163.6611200000000100
  0.0000234829401432	164.4001299999999900
  0.0000236558011432	165.6815300000000100
  0.0000238286621432	154.7529299999999900
  0.0000240015231432	147.4942700000000000
  0.0000241743841432	155.6700199999999900
  0.0000243472451432	160.6739700000000000
  0.0000245201061432	136.0510999999999900
  0.0000246929671432	150.4262100000000000
  0.0000248658281432	151.4506000000000100
  0.0000250386891432	146.1699800000000100
  0.0000252115501432	122.8650100000000000
  0.0000253844111432	135.3801800000000000
  0.0000255572721432	135.0278600000000000
  0.0000257301331432	140.3455400000000000
  0.0000259029941432	143.6663100000000100
