,time,temp
0,1.63258e-07,20.000047127789802
1,3.26516e-07,20.000188370266162
2,4.89774e-07,20.000453346250378
3,6.53032e-07,20.00086986170584
4,8.1629e-07,20.00146758801443
5,9.79548e-07,20.00227766170008
6,1.142806e-06,20.00333212455786
7,1.306064e-06,20.004352128449195
8,1.469322e-06,20.005646891551194
9,1.63258e-06,20.00931416990696
10,1.795838e-06,20.019163144396085
11,1.959096e-06,20.020540087585683
12,2.122354e-06,20.0220566854162
13,2.285612e-06,20.02371944659602
14,2.44887e-06,20.09084982496469
15,2.612128e-06,20.215921135062302
16,2.775386e-06,20.346477084109623
17,2.938644e-06,20.50035186061003
18,3.101902e-06,20.69977265376796
19,3.26516e-06,20.9525808247841
20,3.428418e-06,21.263345932533703
21,3.591676e-06,21.63218015776478
22,3.754934e-06,22.705750780693084
23,3.918192e-06,24.14440959866639
24,4.08145e-06,25.763128366581405
25,4.244708e-06,27.94554825553053
26,4.407966e-06,30.34444044145667
27,4.571224e-06,32.04846923467043
28,4.734482e-06,34.641654278314775
29,4.89774e-06,37.53092166605343
30,5.060998e-06,40.58383838305632
31,5.224256e-06,43.83874976046013
32,5.387514e-06,47.32567787806725
33,5.550772e-06,50.964137150665586
34,5.71403e-06,54.18862684155836
35,5.877288e-06,57.355737241782
36,6.040546e-06,60.61149205004277
37,6.203804e-06,61.813555804300165
38,6.367062e-06,63.3709607910467
39,6.53032e-06,64.8764375484856
40,6.693578e-06,66.3630162984982
41,6.856836e-06,67.84797021444878
42,7.020094e-06,70.2208219160247
43,7.183352e-06,72.88518633647541
44,7.34661e-06,75.57130524996154
45,7.509868e-06,78.35612283971994
46,7.673126e-06,80.02371457316613
47,7.836384e-06,82.27083546498834
48,7.999642e-06,84.4760777479594
49,8.1629e-06,86.66564947696855
50,8.326158e-06,89.34082046836276
51,8.489416e-06,92.22777010753727
52,8.652674e-06,95.0836496105036
53,8.815932e-06,97.85772237011402
54,8.97919e-06,100.51740891447757
55,9.142448e-06,103.09606043317248
56,9.305706e-06,105.63009185922718
57,9.468964e-06,108.13904224380929
58,9.632222e-06,109.91232843928401
59,9.79548e-06,112.33105693941407
60,9.958738e-06,114.72009823891858
61,1.0121996e-05,117.19918072579031
62,1.0285254e-05,119.68502617722237
63,1.0448512e-05,122.1617578482881
64,1.061177e-05,124.65800625461063
65,1.0775028e-05,127.15469195025439
66,1.0938286e-05,129.66898407780482
67,1.1101544e-05,132.1839017895967
68,1.1264802e-05,134.6257652948808
69,1.142806e-05,137.0503788085341
70,1.1591318e-05,139.81087290148622
71,1.1754576e-05,142.82183996178645
72,1.1917834e-05,145.9056294027332
73,1.2081092e-05,147.72398867424474
74,1.224435e-05,150.18171093270547
75,1.2407608e-05,152.6879623523184
76,1.2570866e-05,155.22790395399613
77,1.2734124e-05,157.75753443456642
78,1.2897382e-05,160.23178722430882
79,1.306064e-05,162.66472528199537
80,1.3223898e-05,165.08231169505726
81,1.3387156e-05,167.48871074742902
82,1.3550414e-05,169.89299084032834
83,1.3713672e-05,172.3832721896797
84,1.387693e-05,175.39164428315266
85,1.4040188e-05,178.60764895385134
86,1.4203446e-05,181.97441427501818
87,1.4366704e-05,183.43338063320726
88,1.4529962e-05,185.36836542655473
89,1.469322e-05,187.62277010936307
90,1.4856478e-05,190.03250542888162
91,1.5019736e-05,192.4386505308007
92,1.5182994e-05,194.8216917748356
93,1.5346252e-05,197.24903799470118
94,1.550951e-05,199.69592081002997
95,1.5672768e-05,202.11015206239819
96,1.5836026e-05,204.63177587255564
97,1.5999284e-05,207.23156105210347
98,1.6162542e-05,209.86821341374875
99,1.63258e-05,212.57050458080005
100,1.6489058e-05,215.3542526556637
101,1.6652316e-05,218.22508970941016
102,1.6815574e-05,220.93370132767745
103,1.6978832e-05,222.54247845001896
104,1.714209e-05,224.7783021278174
105,1.7305348e-05,227.04839391920922
106,1.7468606e-05,229.3135883570635
107,1.7631864e-05,231.55407700000939
108,1.7795122e-05,233.81868093803902
109,1.795838e-05,236.13961732337813
110,1.8121638e-05,238.4835662800942
111,1.8284896e-05,240.8588351011477
112,1.8448154e-05,243.28043704927612
113,1.8611412e-05,245.7008473170007
114,1.877467e-05,248.1014322048055
115,1.8937928e-05,250.42553496654884
116,1.9101186e-05,252.74682739399273
117,1.9264444e-05,255.10418694694164
118,1.9427702e-05,257.4564673952037
119,1.959096e-05,259.81749891288854
120,1.9754218e-05,260.87267843507055
121,1.9917476e-05,262.3531793017986
122,2.0080734e-05,263.8511902871211
123,2.0243992e-05,265.3678443669007
124,2.040725e-05,266.8974124064034
125,2.0570508e-05,268.44404056274533
126,2.0733766e-05,269.99140939095815
127,2.0897024e-05,271.54490858177275
128,2.1060282e-05,273.1173493216786
129,2.122354e-05,274.71620501438235
130,2.1386798e-05,276.62049199701863
131,2.1550056e-05,278.675870671003
132,2.1713314e-05,280.73408880108883
133,2.1876572e-05,282.7369445891077
134,2.203983e-05,284.74369263032975
135,2.2203088e-05,286.9149730215413
136,2.2366346e-05,289.27303015922814
137,2.2529604e-05,291.7204281950044
138,2.2692862e-05,294.21555152190473
139,2.285612e-05,296.74556557799576
140,2.3019378e-05,299.295631988784
141,2.3182636e-05,301.75166771741675
142,2.3345894e-05,304.17386213532063
143,2.3509152e-05,305.2462466076432
144,2.367241e-05,306.7823049259285
145,2.3835668e-05,308.52615364840943
146,2.3998926e-05,310.3811662590945
147,2.4162184e-05,312.253701908636
148,2.4325442e-05,314.10561279466646
149,2.44887e-05,315.93856806368075
150,2.4651958e-05,317.8564713041438
151,2.4815216e-05,319.8758794511587
152,2.4978474e-05,321.92553007975465
153,2.5141732e-05,324.00337065628594
154,2.530499e-05,325.9943997091119
155,2.5468248e-05,327.90511063496996
156,2.5631506e-05,329.7702251739834
157,2.5794764e-05,331.6125938437846
158,2.5958022e-05,333.2181973155551
159,2.612128e-05,335.08367132479276
160,2.6284538e-05,337.0140147151708
161,2.6447796e-05,338.11423681703735
162,2.6611054e-05,339.6806149601708
163,2.6774312e-05,341.26231656648946
164,2.693757e-05,342.8556886852955
165,2.7100828e-05,344.4796560224097
166,2.7264086e-05,346.12070036914974
167,2.7427344e-05,347.75864987312076
168,2.7590602e-05,349.3927292004181
