X Load (N) vs. Time (sec)
(381 3)
Time (sec)	Workpiece	freza	
  0.0000000000000000	  0.0000000000000000	  0.0000000000000000
  0.0000040000000000	  0.0000000000000000	  1.7460294999999999
  0.0000068088471116	  0.0000000000000000	 13.8459730000000010
  0.0000108088471116	  0.0000000000000000	  3.3219319000000000
  0.0000148088471116	  0.0000000000000000	 14.2880170000000000
  0.0000188088471116	  0.0000000000000000	  3.8665389999999999
  0.0000228088471116	  0.0000000000000000	  5.9024406000000003
  0.0000255088988988	  0.0000000000000000	 26.7821810000000010
  0.0000295088988988	  0.0000000000000000	 11.6728450000000010
  0.0000335088988988	  0.0000000000000000	 28.6782800000000010
  0.0000366623440759	  0.0000000000000000	 45.0073730000000010
  0.0000406623440759	  0.0000000000000000	 23.9904289999999990
  0.0000440589756065	  0.0000000000000000	 21.8686630000000020
  0.0000480589756065	  0.0000000000000000	 11.4788940000000000
  0.0000520589756065	  0.0000000000000000	 24.3191560000000000
  0.0000560589756065	  0.0000000000000000	 18.6851990000000010
  0.0000600231434262	  0.0000000000000000	  5.4254483999999996
  0.0000600231434262	  0.0000000000000000	 35.5157949999999970
  0.0000640231434262	  0.0000000000000000	 15.5794429999999990
  0.0000674445088217	  0.0000000000000000	 28.9182689999999990
  0.0000714445088217	  0.0000000000000000	 45.0465930000000010
  0.0000754445088217	  0.0000000000000000	 27.4537939999999980
  0.0000794445088217	  0.0000000000000000	 30.4841140000000020
  0.0000834445088217	  0.0000000000000000	 30.9238460000000010
  0.0000851269710329	  0.0000000000000000	 33.3606109999999990
  0.0000891269710329	  0.0000000000000000	 12.0827829999999990
  0.0000931269710329	  0.0000000000000000	  6.4717532000000002
  0.0000962966009623	  0.0000000000000000	 76.5025210000000020
  0.0001002966009623	  0.0000000000000000	 25.6766049999999990
  0.0001042966009623	  0.0000000000000000	 17.8702890000000000
  0.0001062215091232	  0.0000000000000000	 17.5511699999999990
  0.0001102215091232	  0.0000000000000000	  9.1093464999999991
  0.0001142215091232	  0.0000000000000000	 25.8582010000000010
  0.0001182215091232	  0.0000000000000000	 25.0979239999999990
  0.0001222215091232	  0.0000000000000000	 20.9862569999999980
  0.0001262215091232	  0.0000000000000000	 24.5356689999999990
  0.0001302215091232	  0.0000000000000000	 17.3158649999999990
  0.0001322761624150	  0.0000000000000000	 16.5750059999999980
  0.0001362761624150	  0.0000000000000000	 13.5469259999999990
  0.0001402761624150	  0.0000000000000000	 10.4285960000000010
  0.0001438798977827	  0.0000000000000000	 39.2088699999999970
  0.0001478798977827	  0.0000000000000000	 58.4329449999999970
  0.0001495486380162	  0.0000000000000000	 63.4485430000000010
  0.0001535486380162	  0.0000000000000000	 33.3612159999999990
  0.0001575486380162	  0.0000000000000000	 31.2709030000000010
  0.0001615486380162	  0.0000000000000000	 27.5894499999999990
  0.0001633742273391	  0.0000000000000000	 26.8432269999999990
  0.0001673742273391	  0.0000000000000000	 48.8271170000000010
  0.0001713742273391	  0.0000000000000000	 27.6726610000000020
  0.0001730113092047	  0.0000000000000000	 26.1553310000000000
  0.0001770113092047	  0.0000000000000000	 26.5057170000000010
  0.0001810113092047	  0.0000000000000000	 19.9359530000000010
  0.0001829005214019	  0.0000000000000000	 18.8882800000000020
  0.0001869005214019	  0.0000000000000000	 18.6992240000000010
  0.0001909005214019	  0.0000000000000000	 26.9172920000000000
  0.0001924486715116	  0.0000000000000000	 58.2251369999999970
  0.0001964486715116	  0.0000000000000000	 13.9165189999999990
  0.0001995096378670	  0.0000000000000000	 66.7655199999999950
  0.0002035096378670	  0.0000000000000000	 55.3439219999999990
  0.0002075096378670	  0.0000000000000000	 33.5267720000000010
  0.0002115096378670	  0.0000000000000000	 45.5439519999999970
  0.0002155096378670	  0.0000000000000000	 42.3713619999999980
  0.0002169245978265	  0.0000000000000000	 41.7982889999999970
  0.0002209245978265	  0.0000000000000000	 24.7478650000000010
  0.0002249245978265	  0.0000000000000000	 39.1497519999999990
  0.0002285281149417	  0.0000000000000000	 22.7384740000000000
  0.0002325281149417	  0.0000000000000000	 16.2643349999999990
  0.0002350609110770	  0.0000000000000000	 33.4345209999999970
  0.0002390609110770	  0.0000000000000000	 24.2844500000000000
  0.0002430609110770	  0.0000000000000000	 17.5551350000000000
  0.0002470609110770	  0.0000000000000000	 54.6343010000000010
  0.0002486834263107	  0.0000000000000000	 37.6941190000000010
  0.0002526834263107	  0.0000000000000000	 65.6616000000000070
  0.0002541221421239	  0.0000000000000000	 66.4503019999999940
  0.0002581221421239	  0.0000000000000000	 19.9251010000000020
  0.0002621221421239	  0.0000000000000000	 35.5820349999999980
  0.0002661221421239	  0.0000000000000000	 31.2427810000000010
  0.0002701221421239	  0.0000000000000000	 28.1281600000000010
  0.0002729290539777	  0.0000000000000000	 25.2527539999999990
  0.0002769290539777	  0.0000000000000000	 18.7030040000000000
  0.0002809290539777	  0.0000000000000000	 38.0183320000000010
  0.0002849290539777	  0.0000000000000000	 27.4154170000000010
  0.0002862928270713	  0.0000000000000000	 27.2360460000000020
  0.0002902928270713	  0.0000000000000000	 34.2051560000000020
  0.0002942928270713	  0.0000000000000000	 18.3582229999999990
  0.0002955855484835	  0.0000000000000000	 51.0286910000000020
  0.0002995855484835	  0.0000000000000000	 25.3434269999999980
  0.0003035855484835	  0.0000000000000000	 18.5087629999999980
  0.0003050213326367	  0.0000000000000000	 17.9009339999999990
  0.0003090213326367	  0.0000000000000000	 33.0907619999999980
  0.0003130213326367	  0.0000000000000000	 32.9820610000000020
  0.0003166264994634	  1.2491958000000001	 25.8705679999999990
  0.0003206264994634	  0.4455601100000000	 27.7587380000000010
  0.0003246264994634	  0.5171320300000000	 22.0741729999999980
  0.0003286264994634	  0.6756455100000000	 16.7699789999999990
  0.0003299112487281	  0.8469970800000000	 40.8146270000000020
  0.0003339112487281	  0.3163430700000000	 22.4213290000000000
